input,label
"private void U0G2U3YG2B1 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( IO . staticFive != 5 ) { data = null ; } else { data = ""foo"" ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private void JYN6KKAG2B2 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( IO . staticFive == 5 ) { data = ""foo"" ; } else { data = null ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void 2OCHDF7 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B1 ( request , response ) ; goodG2B2 ( request , response ) ; }",0
"public void 81Q96LT ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = null ; switch ( 6 ) { case 6 : data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } break ; default : data = null ; break ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"private void OWAG5I3G2B1 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = null ; switch ( 5 ) { case 6 : data = null ; break ; default : data = ""foo"" ; break ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private void 9TGMDI3G2B2 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = null ; switch ( 6 ) { case 6 : data = ""foo"" ; break ; default : data = null ; break ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void PEVDCYP ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B1 ( request , response ) ; goodG2B2 ( request , response ) ; }",0
"public void 0BFTFYF ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; while ( true ) { data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } break ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"private void RLCNT5NG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; while ( true ) { data = ""foo"" ; break ; } if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void UP27DNN ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"public void YI2M9RY ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } for ( int i = 0 ; i < 1 ; i ++ ) { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } } }",1
"private void 8N2CFX0G2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; for ( int i = 0 ; i < 1 ; i ++ ) { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } } }",0
"public void RJIR9OS ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"public void T5TUMXN ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; badPrivate = true ; data = bad_source ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"private String OW0MV42_source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( badPrivate ) { data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } } else { data = null ; } return data ; }",1
"public void 0PAJ6DK ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B1 ( request , response ) ; goodG2B2 ( request , response ) ; }",0
"private void WNOYHZVG2B1 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; goodG2B1_private = false ; data = goodG2B1_source ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private String 0YJ7TCUG2B1_source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = null ; if ( goodG2B1_private ) { data = null ; } else { data = ""foo"" ; } return data ; }",0
"private void CXKB019G2B2 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; goodG2B2_private = true ; data = goodG2B2_source ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private String HMLN5GNG2B2_source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = null ; if ( goodG2B2_private ) { data = ""foo"" ; } else { data = null ; } return data ; }",0
"public void PIFZCJO ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; badPublicStatic = true ; data = ( new CWE81_XSS_Error_Message__Servlet_database_22b ( ) ) . badSource ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void Y5NH4KF ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B1 ( request , response ) ; goodG2B2 ( request , response ) ; }",0
"private void FO82UX4G2B1 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; goodG2B1PublicStatic = false ; data = ( new CWE81_XSS_Error_Message__Servlet_database_22b ( ) ) . goodG2B1Source ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private void 0KSBYRNG2B2 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; goodG2B2PublicStatic = true ; data = ( new CWE81_XSS_Error_Message__Servlet_database_22b ( ) ) . goodG2B2Source ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public String DB9AJ0VSource ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( CWE81_XSS_Error_Message__Servlet_database_22a . badPublicStatic ) { data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } } else { data = null ; } return data ; }",1
"public String DQ71VJMG2B1Source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( CWE81_XSS_Error_Message__Servlet_database_22a . goodG2B1PublicStatic ) { data = null ; } else { data = ""foo"" ; } return data ; }",0
"public String XEETHDTG2B2Source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; if ( CWE81_XSS_Error_Message__Servlet_database_22a . goodG2B2PublicStatic ) { data = ""foo"" ; } else { data = null ; } return data ; }",0
"public void P59MBZL ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String dataCopy ; { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } dataCopy = data ; } { String data = dataCopy ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } } }",1
"public void R42021Z ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void 1VQ3F4DG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String dataCopy ; { String data ; data = ""foo"" ; dataCopy = data ; } { String data = dataCopy ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } } }",0
"private void LHHJXU5Sink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void RWLSXL8 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } badSink ( data , request , response ) ; }",1
"public void TSHTAKN ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void JTGXI0LG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private void 5DDDK31G2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; goodG2BSink ( data , request , response ) ; }",0
"private String 8OAG2U0Source ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } return data ; }",1
"public void DMJ1QEM ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = badSource ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"private String W7AUMK9G2BSource ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; return data ; }",0
"private void H2B2FMKG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = goodG2BSource ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void B8CUITD ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void 4CG86WESink ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = dataBad ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void E4MIOK8 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } dataBad = data ; badSink ( request , response ) ; }",1
"public void 2X439NW ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void 3DHJANJG2BSink ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = dataGoodG2B ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"private void FXPIAD2G2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; dataGoodG2B = data ; goodG2BSink ( request , response ) ; }",0
"public void 88IO42S ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE81_XSS_Error_Message__Servlet_database_51b ( ) ) . badSink ( data , request , response ) ; }",1
"public void F0QZCT6 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void 93USH46G2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; ( new CWE81_XSS_Error_Message__Servlet_database_51b ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void 2DX1LQ6Sink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void P0P0FOOG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void 95HLV69 ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE81_XSS_Error_Message__Servlet_database_52b ( ) ) . badSink ( data , request , response ) ; }",1
"public void 55FY7HZ ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void 7YUFKCTG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; ( new CWE81_XSS_Error_Message__Servlet_database_52b ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void 3EEOIISSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_52c ( ) ) . badSink ( data , request , response ) ; }",1
"public void DR6ZN06G2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_52c ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void XK8XLCVSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void 4GXAA56G2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void MB4MLKU ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE81_XSS_Error_Message__Servlet_database_53b ( ) ) . badSink ( data , request , response ) ; }",1
"public void JRJLMAQ ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void NH8J54GG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; ( new CWE81_XSS_Error_Message__Servlet_database_53b ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void 7EKPTTTSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_53c ( ) ) . badSink ( data , request , response ) ; }",1
"public void G5XD5ZDG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_53c ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void XKXK3QQSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_53d ( ) ) . badSink ( data , request , response ) ; }",1
"public void 4688JWKG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_53d ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void HRV9GYRSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void 29SZZOUG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void 5QGPSSY ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE81_XSS_Error_Message__Servlet_database_54b ( ) ) . badSink ( data , request , response ) ; }",1
"public void 5G7AEAQ ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void WV9MDW5G2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data ; data = ""foo"" ; ( new CWE81_XSS_Error_Message__Servlet_database_54b ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void QHWK91ZSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54c ( ) ) . badSink ( data , request , response ) ; }",1
"public void DKAFHEJG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54c ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void UW0RLGDSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54d ( ) ) . badSink ( data , request , response ) ; }",1
"public void AX2Q3J0G2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54d ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void A89JGE1Sink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54e ( ) ) . badSink ( data , request , response ) ; }",1
"public void WJASLSEG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { ( new CWE81_XSS_Error_Message__Servlet_database_54e ( ) ) . goodG2BSink ( data , request , response ) ; }",0
"public void MISCVD6Sink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void BPAS58YG2BSink ( String data , HttpServletRequest request , HttpServletResponse response ) throws Throwable { if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
"public void TPOGCBA ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = ( new CWE81_XSS_Error_Message__Servlet_database_61b ( ) ) . badSource ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",1
"public void 7WCC8WK ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { goodG2B ( request , response ) ; }",0
"private void S9CX04MG2B ( HttpServletRequest request , HttpServletResponse response ) throws Throwable { String data = ( new CWE81_XSS_Error_Message__Servlet_database_61b ( ) ) . goodG2BSource ( request , response ) ; if ( data != null ) { response . sendError ( 404 , ""<br>bad() - Parameter name has value "" + data ) ; } }",0
