input,label
"public void G5WCTRUSink ( String dataArray [ ] ) throws Throwable { String data = dataArray [ 2 ] ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void H5U11F7G2BSink ( String dataArray [ ] ) throws Throwable { String data = dataArray [ 2 ] ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void V47LLFC ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } Container dataContainer = new Container ( ) ; dataContainer . containerOne = data ; ( new CWE78_OS_Command_Injection__database_67b ( ) ) . badSink ( dataContainer ) ; }",1
public void 8EE9MV8 ( ) throws Throwable { goodG2B ( ) ; },0
"private void FUV42RVG2B ( ) throws Throwable { String data ; data = ""foo"" ; Container dataContainer = new Container ( ) ; dataContainer . containerOne = data ; ( new CWE78_OS_Command_Injection__database_67b ( ) ) . goodG2BSink ( dataContainer ) ; }",0
"public void 8TK6L9TSink ( CWE78_OS_Command_Injection__database_67a . Container dataContainer ) throws Throwable { String data = dataContainer . containerOne ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void O7KUDG4G2BSink ( CWE78_OS_Command_Injection__database_67a . Container dataContainer ) throws Throwable { String data = dataContainer . containerOne ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void F1E9G1N ( ) throws Throwable { data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE78_OS_Command_Injection__database_68b ( ) ) . badSink ( ) ; }",1
public void FXG6TJ7 ( ) throws Throwable { goodG2B ( ) ; },0
"private void J04GNNUG2B ( ) throws Throwable { data = ""foo"" ; ( new CWE78_OS_Command_Injection__database_68b ( ) ) . goodG2BSink ( ) ; }",0
"public void 671CTHYSink ( ) throws Throwable { String data = CWE78_OS_Command_Injection__database_68a . data ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void NTSMD88G2BSink ( ) throws Throwable { String data = CWE78_OS_Command_Injection__database_68a . data ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void BV7P38O ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ( new CWE78_OS_Command_Injection__database_71b ( ) ) . badSink ( ( Object ) data ) ; }",1
public void W1ZT30T ( ) throws Throwable { goodG2B ( ) ; },0
"private void M64OBNZG2B ( ) throws Throwable { String data ; data = ""foo"" ; ( new CWE78_OS_Command_Injection__database_71b ( ) ) . goodG2BSink ( ( Object ) data ) ; }",0
"public void VNSM1J2Sink ( Object dataObject ) throws Throwable { String data = ( String ) dataObject ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void 6NEMIV4G2BSink ( Object dataObject ) throws Throwable { String data = ( String ) dataObject ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void PJG2VFH ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } Vector < String > dataVector = new Vector < String > ( 5 ) ; dataVector . add ( 0 , data ) ; dataVector . add ( 1 , data ) ; dataVector . add ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_72b ( ) ) . badSink ( dataVector ) ; }",1
public void LCTNACA ( ) throws Throwable { goodG2B ( ) ; },0
"private void F6HPWCKG2B ( ) throws Throwable { String data ; data = ""foo"" ; Vector < String > dataVector = new Vector < String > ( 5 ) ; dataVector . add ( 0 , data ) ; dataVector . add ( 1 , data ) ; dataVector . add ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_72b ( ) ) . goodG2BSink ( dataVector ) ; }",0
"public void 2LGHSV9Sink ( Vector < String > dataVector ) throws Throwable { String data = dataVector . remove ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void NOYBL1OG2BSink ( Vector < String > dataVector ) throws Throwable { String data = dataVector . remove ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void U62BY7B ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } LinkedList < String > dataLinkedList = new LinkedList < String > ( ) ; dataLinkedList . add ( 0 , data ) ; dataLinkedList . add ( 1 , data ) ; dataLinkedList . add ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_73b ( ) ) . badSink ( dataLinkedList ) ; }",1
public void C7J6EMD ( ) throws Throwable { goodG2B ( ) ; },0
"private void OIO1WY1G2B ( ) throws Throwable { String data ; data = ""foo"" ; LinkedList < String > dataLinkedList = new LinkedList < String > ( ) ; dataLinkedList . add ( 0 , data ) ; dataLinkedList . add ( 1 , data ) ; dataLinkedList . add ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_73b ( ) ) . goodG2BSink ( dataLinkedList ) ; }",0
"public void 2R85FWHSink ( LinkedList < String > dataLinkedList ) throws Throwable { String data = dataLinkedList . remove ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void QT59DFAG2BSink ( LinkedList < String > dataLinkedList ) throws Throwable { String data = dataLinkedList . remove ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void DFV9SNB ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } HashMap < Integer , String > dataHashMap = new HashMap < Integer , String > ( ) ; dataHashMap . put ( 0 , data ) ; dataHashMap . put ( 1 , data ) ; dataHashMap . put ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_74b ( ) ) . badSink ( dataHashMap ) ; }",1
public void W0IZI7E ( ) throws Throwable { goodG2B ( ) ; },0
"private void UF5YLOCG2B ( ) throws Throwable { String data ; data = ""foo"" ; HashMap < Integer , String > dataHashMap = new HashMap < Integer , String > ( ) ; dataHashMap . put ( 0 , data ) ; dataHashMap . put ( 1 , data ) ; dataHashMap . put ( 2 , data ) ; ( new CWE78_OS_Command_Injection__database_74b ( ) ) . goodG2BSink ( dataHashMap ) ; }",0
"public void 0BH5C1BSink ( HashMap < Integer , String > dataHashMap ) throws Throwable { String data = dataHashMap . get ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"public void 5DWV8MUG2BSink ( HashMap < Integer , String > dataHashMap ) throws Throwable { String data = dataHashMap . get ( 2 ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void 1LNK9PK ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } ByteArrayOutputStream streamByteArrayOutput = null ; ObjectOutput outputObject = null ; try { streamByteArrayOutput = new ByteArrayOutputStream ( ) ; outputObject = new ObjectOutputStream ( streamByteArrayOutput ) ; outputObject . writeObject ( data ) ; byte [ ] dataSerialized = streamByteArrayOutput . toByteArray ( ) ; ( new CWE78_OS_Command_Injection__database_75b ( ) ) . badSink ( dataSerialized ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""IOException in serialization"" , exceptIO ) ; } finally { try { if ( outputObject != null ) { outputObject . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ObjectOutputStream"" , exceptIO ) ; } try { if ( streamByteArrayOutput != null ) { streamByteArrayOutput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ByteArrayOutputStream"" , exceptIO ) ; } } }",1
public void 9TM0MFX ( ) throws Throwable { goodG2B ( ) ; },0
"private void QBF0LPRG2B ( ) throws Throwable { String data ; data = ""foo"" ; ByteArrayOutputStream streamByteArrayOutput = null ; ObjectOutput outputObject = null ; try { streamByteArrayOutput = new ByteArrayOutputStream ( ) ; outputObject = new ObjectOutputStream ( streamByteArrayOutput ) ; outputObject . writeObject ( data ) ; byte [ ] dataSerialized = streamByteArrayOutput . toByteArray ( ) ; ( new CWE78_OS_Command_Injection__database_75b ( ) ) . goodG2BSink ( dataSerialized ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""IOException in serialization"" , exceptIO ) ; } finally { try { if ( outputObject != null ) { outputObject . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ObjectOutputStream"" , exceptIO ) ; } try { if ( streamByteArrayOutput != null ) { streamByteArrayOutput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ByteArrayOutputStream"" , exceptIO ) ; } } }",0
"public void 475SHJESink ( byte [ ] dataSerialized ) throws Throwable { ByteArrayInputStream streamByteArrayInput = null ; ObjectInputStream streamObjectInput = null ; try { streamByteArrayInput = new ByteArrayInputStream ( dataSerialized ) ; streamObjectInput = new ObjectInputStream ( streamByteArrayInput ) ; String data = ( String ) streamObjectInput . readObject ( ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""IOException in deserialization"" , exceptIO ) ; } catch ( ClassNotFoundException exceptClassNotFound ) { IO . logger . log ( Level . WARNING , ""ClassNotFoundException in deserialization"" , exceptClassNotFound ) ; } finally { try { if ( streamObjectInput != null ) { streamObjectInput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ObjectInputStream"" , exceptIO ) ; } try { if ( streamByteArrayInput != null ) { streamByteArrayInput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ByteArrayInputStream"" , exceptIO ) ; } } }",1
"public void 06AR2TNG2BSink ( byte [ ] dataSerialized ) throws Throwable { ByteArrayInputStream streamByteArrayInput = null ; ObjectInputStream streamObjectInput = null ; try { streamByteArrayInput = new ByteArrayInputStream ( dataSerialized ) ; streamObjectInput = new ObjectInputStream ( streamByteArrayInput ) ; String data = ( String ) streamObjectInput . readObject ( ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""IOException in deserialization"" , exceptIO ) ; } catch ( ClassNotFoundException exceptClassNotFound ) { IO . logger . log ( Level . WARNING , ""ClassNotFoundException in deserialization"" , exceptClassNotFound ) ; } finally { try { if ( streamObjectInput != null ) { streamObjectInput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ObjectInputStream"" , exceptIO ) ; } try { if ( streamByteArrayInput != null ) { streamByteArrayInput . close ( ) ; } } catch ( IOException exceptIO ) { IO . logger . log ( Level . WARNING , ""Error closing ByteArrayInputStream"" , exceptIO ) ; } } }",0
"public void Z5310S7 ( ) throws Throwable { String data ; data = """" ; { Connection connection = null ; PreparedStatement preparedStatement = null ; ResultSet resultSet = null ; try { connection = IO . getDBConnection ( ) ; preparedStatement = connection . prepareStatement ( ""select name from users where id=0"" ) ; resultSet = preparedStatement . executeQuery ( ) ; data = resultSet . getString ( 1 ) ; } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error with SQL statement"" , exceptSql ) ; } finally { try { if ( resultSet != null ) { resultSet . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing ResultSet"" , exceptSql ) ; } try { if ( preparedStatement != null ) { preparedStatement . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing PreparedStatement"" , exceptSql ) ; } try { if ( connection != null ) { connection . close ( ) ; } } catch ( SQLException exceptSql ) { IO . logger . log ( Level . WARNING , ""Error closing Connection"" , exceptSql ) ; } } } CWE78_OS_Command_Injection__database_81_base baseObject = new CWE78_OS_Command_Injection__database_81_bad ( ) ; baseObject . action ( data ) ; }",1
public void SP4LNN7 ( ) throws Throwable { goodG2B ( ) ; },0
"private void 77G9B06G2B ( ) throws Throwable { String data ; data = ""foo"" ; CWE78_OS_Command_Injection__database_81_base baseObject = new CWE78_OS_Command_Injection__database_81_goodG2B ( ) ; baseObject . action ( data ) ; }",0
"public void VRX822C ( ) throws Throwable { String data ; data = System . getenv ( ""ADD"" ) ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
public void 8VSCADQ ( ) throws Throwable { goodG2B ( ) ; },0
"private void QM9NOIGG2B ( ) throws Throwable { String data ; data = ""foo"" ; String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"public void V7V7I57 ( ) throws Throwable { String data ; if ( true ) { data = System . getenv ( ""ADD"" ) ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void AYKU0HLG2B1 ( ) throws Throwable { String data ; if ( false ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void 5L890FSG2B2 ( ) throws Throwable { String data ; if ( true ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void 3LDAS8X ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void AS0XQNV ( ) throws Throwable { String data ; if ( 5 == 5 ) { data = System . getenv ( ""ADD"" ) ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void OJGBJEOG2B1 ( ) throws Throwable { String data ; if ( 5 != 5 ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void IUBE661G2B2 ( ) throws Throwable { String data ; if ( 5 == 5 ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void 8V63MFL ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
"public void 3XSMM3D ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_TRUE ) { data = System . getenv ( ""ADD"" ) ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",1
"private void 1U2ZDSNG2B1 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_FALSE ) { data = null ; } else { data = ""foo"" ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
"private void 4SD50MGG2B2 ( ) throws Throwable { String data ; if ( PRIVATE_STATIC_FINAL_TRUE ) { data = ""foo"" ; } else { data = null ; } String osCommand ; if ( System . getProperty ( ""os.name"" ) . toLowerCase ( ) . indexOf ( ""win"" ) >= 0 ) { osCommand = ""c:\\WINDOWS\\SYSTEM32\\cmd.exe /c dir "" ; } else { osCommand = ""/bin/ls "" ; } Process process = Runtime . getRuntime ( ) . exec ( osCommand + data ) ; process . waitFor ( ) ; }",0
public void 30YY88P ( ) throws Throwable { goodG2B1 ( ) ; goodG2B2 ( ) ; },0
